dir,hir,lvr,ccs,mcs,pbcr,dmi,self,single,uria,comdominiom,black,deny
0.394500008,0.332299995,0.147692308,1,1,no,no,no,no,3.900000095,1,no,no
0.3,0.26,0.625,1,2,no,no,no,yes,3.200000048,0,no,no
0.36,0.29,0.8,2,2,no,no,no,no,3.200000048,0,no,no
0.28,0.27,0.551020408,2,1,no,no,no,no,4.300000191,0,no,no
0.26,0.24,0.796875,1,2,no,no,no,no,3.900000095,0,no,no
0.28,0.21,0.688888889,2,2,no,no,no,yes,3.900000095,0,no,no
0.304400005,0.197999992,0.328947368,2,1,no,no,yes,no,3.200000048,0,no,no
0.313600006,0.287600002,0.306748466,2,1,no,no,no,no,4.300000191,0,no,no
0.302299995,0.263400002,0.761904762,5,2,no,no,no,no,3.099999905,0,no,no
0.199500008,0.176200008,0.453333333,2,1,no,no,no,no,3.200000048,1,no,no
0.274500008,0.172199993,0.714285714,6,2,no,no,no,no,3.200000048,0,no,no
0.317999992,0.312000008,0.802919708,3,2,no,no,no,yes,2,0,no,yes
0.45,0.237999992,0.6,6,1,no,no,no,no,1.799999952,0,no,no
0.356899986,0.180900002,0.7,1,1,no,no,no,no,3.099999905,0,no,no
0.253999996,0.242999992,0.663507109,1,1,no,no,no,yes,4.300000191,0,no,no
0.240599995,0.228500004,0.4,1,2,no,no,no,yes,3.599999905,1,no,no
0.28,0.27,0.338709677,1,1,no,no,no,no,1.799999952,0,no,no
0.416800003,0.325999985,1.182432432,5,1,no,no,yes,yes,3.200000048,0,no,yes
0.388600006,0.388600006,0.627272727,2,3,no,no,no,yes,10.60000038,0,no,yes
0.340800018,0.225400009,0.731428571,2,2,no,no,no,no,3.200000048,0,no,yes
0.27,0.21,0.831932773,1,2,no,no,no,yes,2,1,no,no
0.35,0.27,0.884393064,1,2,no,no,no,no,3.900000095,0,no,yes
0.35,0.29,0.550387597,1,2,no,no,no,no,2,1,no,no
0.32,0.23,0.8,3,2,no,no,no,yes,3.099999905,1,no,no
0.32,0.28,0.8,1,2,no,no,no,yes,3.200000048,1,no,yes
0.37,0.3,0.904,1,2,no,no,no,yes,3.900000095,1,no,no
0.35,0.26,0.902298851,6,2,yes,no,no,yes,3.200000048,1,yes,no
0.44,0.32,0.904347826,6,2,yes,no,no,yes,3.200000048,1,yes,no
0.4,0.29,0.892561983,6,2,yes,no,no,no,1.799999952,1,yes,no
0.29,0.27,0.714285714,1,2,no,no,no,yes,1.799999952,1,yes,no
0.41,0.27,0.952,5,2,yes,no,no,yes,3.200000048,1,yes,no
0.25,0.22,0.833333333,3,2,no,no,no,no,10.60000038,1,yes,no
0.4,0.23,0.8,5,1,no,no,no,yes,3.200000048,1,no,no
0.43,0.26,0.910447761,5,2,yes,no,yes,no,1.799999952,1,yes,no
0.41,0.26,0.899441341,6,2,yes,no,no,no,2,1,yes,no
0.49,0.28,0.881889764,5,2,no,no,no,no,3.200000048,1,no,no
0.41,0.28,0.79389313,1,2,no,no,no,yes,1.799999952,1,no,no
0.26,0.26,0.637168142,2,4,no,no,yes,no,3.200000048,0,no,no
0.367000008,0.23,0.8046875,6,2,yes,no,no,yes,1.799999952,1,no,yes
0.39,0.39,0.215053763,1,2,no,no,no,yes,3.200000048,1,no,no
0.37,0.3,0.625,1,2,no,no,no,yes,3.599999905,1,no,no
0.33,0.28,0.02,1,2,no,no,no,yes,3.900000095,1,no,no
0.28,0.26,0.78125,3,2,no,no,no,no,3.200000048,0,no,no
0.36,0.31,0.78125,1,2,no,no,no,yes,4.300000191,1,no,no
0.35,0.32,0.65631068,2,1,no,no,no,no,10.60000038,0,no,no
0.32,0.25,0.780141844,1,2,no,no,no,no,4.300000191,0,no,no
0.38,0.23,0.2,1,2,no,no,no,no,3.200000048,1,no,no
0.35,0.29,0.847222222,1,2,no,no,no,no,4.300000191,0,no,no
0.36,0.27,0.547263682,1,1,no,no,no,no,3.200000048,0,no,no
0.25,0.25,0.640410959,1,2,no,no,no,no,3.099999905,0,no,no
0.47,0.34,0.881889764,2,2,no,no,no,yes,4.300000191,1,yes,no
0.18,0.13,0.785714286,6,2,no,no,no,no,2,0,no,yes
0.29,0.28,0.738636364,1,2,no,no,no,yes,3.200000048,1,no,no
0.25,0.24,0.656976744,1,2,no,no,no,no,3.900000095,0,no,no
0.26,0.2,0.607142857,2,2,no,no,no,no,5.300000191,0,no,no
0.29,0.23,0.395017794,2,2,no,no,no,no,3.200000048,0,no,no
0.29,0.22,0.717241379,1,2,no,no,yes,yes,10.60000038,0,no,no
0.27,0.27,0.740331492,2,2,no,no,no,yes,3.200000048,0,no,no
0.29,0.24,0.634517766,1,1,no,no,no,yes,10.60000038,0,no,no
0.21,0.21,0.612903226,2,2,yes,no,no,no,10.60000038,0,yes,yes
0.95,0.44,0.547058824,6,3,no,no,yes,no,10.60000038,0,no,no
0.25,0.2,0.930232558,1,2,no,no,no,no,4.300000191,0,no,no
0.22,0.22,0.617449664,2,2,no,no,no,no,4.300000191,0,no,no
0.37,0.29,0.702290076,1,1,no,no,no,no,3.200000048,0,no,no
0.4,0.27,0.918518519,2,2,no,no,no,no,4.300000191,0,no,no
0.29,0.28,0.696969697,1,2,no,no,no,yes,4.300000191,0,no,no
0.36,0.24,1,1,2,no,no,no,yes,3.200000048,0,no,yes
0.32,0.21,0.730337079,1,2,no,no,no,yes,4.300000191,0,no,no
0.38,0.24,0.434782609,2,2,no,no,yes,no,3.200000048,0,no,no
0.37,0.37,0.653266332,2,1,no,no,yes,no,4.300000191,0,no,yes
0.4,0.28,0.640167364,1,2,no,no,no,no,3.099999905,0,no,no
0.24,0.1,0.571428571,2,2,no,no,no,yes,1.799999952,1,no,no
0.37,0.27,0.401459854,2,1,no,no,yes,no,3.099999905,0,no,no
0.35,0.18,0.802919708,2,2,no,no,no,yes,10.60000038,0,no,no
0.41,0.07,0.786885246,2,1,no,no,no,no,3.599999905,1,no,no
0.41,0.33,0.666666667,2,2,no,no,no,no,3.099999905,0,no,no
0.32,0.32,0.754098361,4,2,no,no,no,yes,4.300000191,0,yes,no
0.34,0.31,0.904,1,2,no,no,no,no,3.200000048,0,no,no
0.39,0.3,0.839416058,2,2,no,no,no,yes,10.60000038,0,no,no
0.238999996,0.217999992,0.162790698,5,2,no,no,no,no,3.200000048,0,no,no
0.330999985,0.262000008,0.40625,1,2,no,no,yes,no,8.899999619,0,no,no
0.355,0.330999985,0.555555556,6,1,no,no,no,yes,3.099999905,0,no,no
0.408899994,0.272900009,0.896,5,2,no,no,no,no,3.900000095,0,no,no
0.165,0.054000001,0.102564103,1,1,no,no,no,yes,3.099999905,1,no,no
0.307000008,0.231000004,0.49122807,1,2,no,no,no,no,3.200000048,0,no,no
0.235,0.226000004,0.679824561,1,1,no,no,no,no,3.200000048,0,no,no
0.312999992,0.287999992,0.553097345,1,2,no,no,no,no,3.200000048,0,no,no
0.266000004,0.182999992,0.669354839,2,2,no,no,no,yes,5.300000191,0,no,no
0.231000004,0.231000004,0.747663551,4,2,no,no,yes,no,3.099999905,0,no,no
0.303999996,0.202999992,0.578703704,1,2,no,no,no,no,1.799999952,0,no,no
0.347000008,0.288999996,0.522821577,1,1,no,no,no,no,1.799999952,0,no,no
0.350999985,0.345999985,0.484764543,1,2,no,no,yes,yes,3.599999905,0,no,no
0.320999985,0.243999996,0.945205479,1,2,yes,no,no,no,3.900000095,0,no,no
0.380999985,0.227999992,0.553648069,1,1,no,no,no,no,4.300000191,0,no,no
0.472000008,0.303999996,0.869565217,2,2,no,no,no,yes,2,1,no,yes
0.425,0.345,0.951351351,6,4,no,no,no,yes,1.799999952,0,yes,yes
0.318999996,0.315,0.798387097,1,1,no,no,no,no,3.099999905,0,no,no
0.069899998,0.069899998,0.480769231,5,2,no,no,yes,yes,3.200000048,0,no,no
0.340999985,0.340999985,0.93877551,4,2,no,no,no,no,3.900000095,0,no,no
0.349000015,0.287000008,0.204081633,1,2,no,no,no,no,4.300000191,0,no,no
0.337999992,0.27,0.864,1,2,no,no,no,no,3.200000048,0,no,no
0.395999985,0.272999992,0.798122066,1,2,no,no,no,no,3.200000048,0,yes,no
0.39,0.278999996,0.8,1,1,no,no,yes,yes,3.200000048,0,no,no
0.275,0.237999992,0.710659898,1,2,no,no,no,yes,3.599999905,1,no,no
0.310499992,0.238199997,0.802631579,5,2,no,no,no,yes,3.200000048,1,no,no
0.467999992,0.362000008,0.783783784,5,2,no,no,no,yes,4.300000191,1,no,no
0.388600006,0.261299992,0.743169399,1,1,no,no,yes,no,3.200000048,0,yes,no
0.242000008,0.177000008,0.189189189,1,1,no,no,no,no,3.599999905,1,no,no
0.691999969,0.535999985,0.789473684,1,1,no,no,yes,no,3.200000048,0,no,no
0.575999985,0.329000015,0.899280576,6,2,no,no,no,no,3.200000048,1,yes,yes
0.354099998,0.194699993,0.75,1,2,no,no,no,no,10.60000038,1,no,no
0.479000015,0.475,0.951923077,6,2,no,no,no,yes,2,1,yes,yes
0.355999985,0.311000004,0.750877193,1,1,no,no,no,no,1.799999952,0,no,no
0.362999992,0.168999996,0.861111111,1,2,no,yes,no,yes,4.300000191,0,yes,yes
0.263999996,0.175,0.35483871,1,1,no,no,no,no,1.799999952,1,yes,no
0.172999992,0.096999998,0.348837209,1,1,no,no,no,yes,4.300000191,1,no,no
0.365,0.273999996,0.859375,1,2,no,no,no,no,3.200000048,0,no,no
0.405,0.276000004,0.793565684,1,1,no,no,no,yes,3.099999905,0,no,no
0.252000008,0.088000002,0.782051282,1,1,no,no,no,no,3.200000048,1,no,no
0.247999992,0.237999992,0.68,4,2,no,no,no,yes,3.200000048,1,yes,no
0.390999985,0.37,0.279069767,1,2,no,no,no,yes,4.300000191,1,no,no
0.282999992,0.282999992,0.595959596,4,2,no,no,no,yes,3.900000095,1,no,no
0.303999996,0.277000008,0.652173913,1,2,no,no,no,yes,1.799999952,0,no,no
0.055999999,0.053000002,0.8,6,4,no,no,no,no,3.200000048,0,yes,no
0.384000015,0.375,0.8,1,2,no,no,no,yes,1.799999952,1,no,no
0.584000015,0.447000008,0.754601227,6,2,no,no,no,yes,3.200000048,0,no,yes
0.262999992,0.261000004,0.7907743,1,2,no,no,no,yes,4.300000191,1,no,no
0.252700005,0.250599995,0.666666667,1,2,no,no,no,yes,3.599999905,1,no,no
0.316000004,0.283999996,0.801526718,1,2,no,no,no,no,1.799999952,0,no,no
0.357999992,0.316000004,0.875,1,2,no,no,no,yes,3.200000048,1,no,no
0.369000015,0.298999996,0.794520548,1,2,no,no,no,no,3.900000095,0,no,no
0.222000008,0.207000008,0.75,1,2,no,no,no,yes,1.799999952,1,no,no
0.252999992,0.167999992,0.664516129,6,1,no,no,no,yes,3.200000048,1,no,no
0.183999996,0.166000004,0.576470588,6,2,no,no,no,no,3.200000048,1,no,no
0.4,0.33,0.887096774,1,2,no,no,no,yes,3.200000048,1,no,no
0.34,0.24,0.793103448,1,1,no,no,no,yes,3.200000048,0,no,no
0.303700008,0.0904,0.8,6,2,yes,no,no,yes,3.200000048,0,no,yes
0.41,0.19,0.701886792,1,2,no,no,yes,no,10.60000038,1,no,no
0.18,0.18,1,6,2,yes,no,no,yes,10.60000038,1,no,yes
0.4,0.27,0.711111111,2,2,no,no,yes,no,4.300000191,0,no,no
0.31,0.31,0.776978417,2,2,no,no,no,yes,3.200000048,0,no,no
0.53,0.34,0.463235294,1,2,no,no,no,no,3.900000095,0,no,no
0.325800018,0.265799999,0.789808917,2,2,no,no,no,yes,3.099999905,0,no,no
0.392400017,0.247900009,0.613333333,1,1,no,no,no,yes,2,1,no,no
0.225100002,0.193400002,0.358744395,1,2,no,no,no,no,3.200000048,0,no,no
0.381699982,0.238500004,0.775423729,1,1,yes,no,no,no,4.300000191,0,no,no
0.3375,0.2275,0.902439024,1,2,no,no,no,yes,3.900000095,0,yes,no
0.16,0.16,0.911764706,2,1,no,no,no,yes,3.200000048,0,no,no
0.3,0.3,1.111111111,4,2,no,no,no,yes,4.300000191,0,yes,yes
0.1,0.08,0.547945205,1,1,no,no,yes,yes,1.799999952,0,no,no
0.2,0.12,0.939189189,3,1,no,no,no,no,3.200000048,1,no,no
0.08,0.06,0.728643216,1,1,no,no,no,yes,3.200000048,1,no,no
0.1,0.06,0.783289817,2,1,no,no,yes,yes,3.599999905,0,no,no
0.17,0.07,1.224637681,2,1,no,no,no,no,2,0,yes,no
0.29,0.21,0.797752809,1,2,no,no,no,yes,5.300000191,0,no,no
0.37,0.33,0.922077922,2,2,no,no,no,yes,3.200000048,1,no,no
0.36,0.32,0.681481481,1,2,no,no,no,yes,1.799999952,1,no,no
0.25,0.17,0.892857143,2,2,no,no,no,no,3.200000048,1,no,no
0.36,0.32,0.8,6,2,yes,no,no,no,2,0,no,yes
0.39,0.36,0.890909091,1,2,no,no,no,no,3.099999905,0,no,no
0.38,0.31,0.775362319,2,2,no,no,no,yes,3.200000048,1,no,no
0.4,0.34,0.8,2,2,no,no,yes,yes,3.200000048,1,no,no
0.36,0.25,0.8,1,1,no,no,no,yes,3.200000048,0,no,no
0.38,0.34,0.919230769,2,2,no,no,yes,no,5.300000191,1,no,no
0.33,0.31,0.659217877,1,2,no,no,no,yes,3.200000048,0,no,no
0.37,0.26,0.783783784,2,1,no,no,no,no,2,0,no,no
0.22,0.13,0.798611111,3,1,yes,no,yes,no,3.200000048,1,yes,no
0.3,0.24,0.423728814,1,1,yes,no,no,no,3.200000048,0,no,no
0.36,0.35,0.914473684,1,2,no,no,no,yes,3.200000048,1,no,no
0.41,0.28,0.896174863,6,2,no,no,no,no,3.200000048,0,no,no
0.35,0.3,0.683760684,1,2,no,no,no,yes,3.099999905,1,no,no
0.32,0.32,0.8,1,2,no,no,no,yes,3.200000048,0,no,no
0.41,0.28,0.925925926,6,2,yes,yes,no,no,3.200000048,0,yes,yes
0.32,0.28,0.896969697,1,2,no,no,no,no,3.200000048,0,no,no
0.4,0.18,0.876923077,3,1,no,no,no,no,1.799999952,0,no,no
0.33,0.27,0.8,1,2,no,no,no,yes,3.099999905,0,yes,yes
0.28,0.25,0.902173913,1,2,no,no,no,no,1.799999952,0,no,no
0.35,0.35,0.44,2,1,no,no,no,no,10.60000038,0,no,no
0.4,0.35,0.782608696,1,2,no,no,no,no,3.200000048,1,yes,yes
0.3,0.18,0.90080429,6,2,yes,no,yes,no,1.799999952,1,yes,yes
0.35,0.23,0.874418605,4,2,no,no,no,yes,1.799999952,1,no,no
0.2,0.19,0.700808625,1,1,no,no,no,no,3.200000048,0,no,no
0.29,0.28,0.375,1,4,no,no,no,no,3.200000048,0,no,no
0.36,0.27,0.82,2,2,no,no,no,no,3.200000048,0,no,no
0.34,0.2,0.35042735,1,2,no,no,no,yes,3.200000048,0,no,no
0.26,0.04,0.396825397,2,2,no,no,no,no,2,0,no,no
0.28,0.21,0.638879372,2,1,no,no,no,no,3.200000048,0,no,no
0.43,0.24,0.401785714,2,1,no,no,no,no,4.300000191,0,no,no
0.27,0.2,0.797297297,1,1,no,no,yes,no,3.200000048,1,no,no
0.28,0.22,0.745578231,2,2,no,no,no,yes,3.200000048,0,no,no
0.27,0.25,0.851536449,1,2,no,no,no,no,3.200000048,0,no,no
0.36,0.3,0.639713428,1,1,no,no,no,yes,3.200000048,0,no,no
0.35,0.35,0.625,2,3,no,no,no,no,3.599999905,0,no,no
0.33,0.31,0.85892203,1,2,no,no,no,yes,3.200000048,0,no,no
0.32,0.24,0.743243243,3,1,no,no,no,no,3.099999905,0,no,no
0.23,0.04,0.5,1,1,no,no,no,no,3.200000048,0,no,no
0.37,0.28,0.487156769,2,2,no,no,no,no,2,0,no,no
0.331199989,0.1725,0.68,2,2,no,no,no,no,10.60000038,0,no,no
0.351300011,0.256900005,0.542857143,5,2,no,no,no,yes,3.200000048,0,no,yes
0.457000008,0.282000008,0.752631579,1,1,no,no,no,no,3.200000048,0,no,no
0.352400017,0.293299999,0.902985075,1,2,no,no,no,no,3.099999905,0,no,no
0.416899986,0.210900002,0.923076923,2,2,no,yes,no,yes,10.60000038,0,no,yes
0.219099998,0.209500008,0.794871795,1,2,no,no,no,no,3.900000095,0,no,no
0.205200005,0.158999996,0.602564103,1,2,no,yes,yes,yes,1.799999952,0,no,yes
0.461100006,0.371500015,0.784482759,2,2,no,no,no,yes,5.300000191,1,no,no
0.346599998,0.315799999,0.576036866,2,2,no,no,no,no,2,0,no,no
0.316700001,0.208899994,0.721649485,1,1,no,no,no,no,3.099999905,0,no,no
0.372799988,0.264899998,0.8984375,1,2,no,no,no,no,10.60000038,0,no,no
0.660999985,0.660999985,0.433566434,1,2,no,no,no,yes,2,0,no,no
0.356199989,0.264300003,0.847222222,1,2,no,no,no,no,4.300000191,0,no,no
0.374500008,0.262999992,0.895833333,2,2,no,no,no,no,3.099999905,0,yes,no
0.313999996,0.228500004,0.753968254,1,2,no,yes,no,no,10.60000038,0,no,yes
0.383899994,0.255599995,0.95,1,2,no,yes,no,yes,1.799999952,0,no,yes
0.361399994,0.234300003,0.784482759,2,2,no,no,no,no,4.300000191,0,no,no
0.266399994,0.241800003,0.253164557,1,2,no,no,yes,yes,3.200000048,0,no,no
0.322099991,0.275499992,0.748387097,2,2,no,no,no,no,5.300000191,0,no,no
0.231100006,0.207199993,0.838235294,1,2,no,no,no,no,3.900000095,0,yes,no
0.364500008,0.328800011,0.762962963,2,2,no,no,no,yes,3.900000095,0,no,no
0.426599998,0.296700001,0.818181818,1,1,no,no,no,no,3.099999905,0,no,no
0.289799995,0.282000008,0.772727273,1,2,no,no,yes,no,10.60000038,0,no,no
0.814199982,0.393300018,0.516528926,3,2,yes,no,no,yes,3.200000048,0,yes,no
0.371399994,0.318899994,0.864864865,2,2,no,no,yes,yes,1.799999952,0,yes,no
0.296399994,0.234500008,0.896341463,1,2,no,yes,no,no,2,0,no,no
0.353499985,0.252000008,0.804469274,1,2,no,no,no,no,2,0,yes,no
0.3475,0.220900002,0.789115646,2,2,no,no,no,no,3.099999905,0,yes,no
0.499700012,0.355299988,0.938547486,1,2,no,no,no,yes,3.900000095,0,yes,no
0.374300003,0.282000008,0.555555556,1,1,no,no,no,no,3.099999905,0,no,no
0.467700005,0.367999992,0.87431694,3,1,no,no,no,no,4.300000191,0,yes,no
0.104300003,0.096400003,0.666666667,4,2,no,no,yes,yes,10.60000038,0,no,yes
0.322799988,0.322799988,0.864,1,2,no,no,no,no,3.599999905,0,no,no
0.293199997,0.280499992,0.899159664,1,2,no,no,no,yes,3.200000048,0,no,no
0.335600014,0.320800018,0.87804878,1,2,no,no,no,no,1.799999952,0,no,no
0.416699982,0.265100002,0.75,5,1,no,no,no,no,3.200000048,0,yes,yes
0.2575,0.214500008,0.625,1,2,no,no,no,no,3.200000048,0,no,no
0.357700005,0.141199999,0.655502392,1,1,no,no,no,no,3.200000048,0,no,no
0.466800003,0.463199997,0.591715976,4,2,no,no,no,no,3.599999905,0,no,yes
0.216000004,0.123999996,0.323741007,3,1,no,no,no,no,3.099999905,0,yes,no
0.277000008,0.205,0.5859375,2,1,no,no,yes,no,1.799999952,0,no,no
0.27,0.27,0.651162791,1,1,no,no,no,no,3.599999905,1,no,no
0.32,0.29,0.707692308,2,1,no,no,no,no,5.300000191,0,no,no
0.25,0.145,0.681818182,1,1,no,no,no,yes,1.799999952,1,no,no
0.505,0.207000008,0.641350211,6,2,no,no,no,no,1.799999952,0,no,yes
0.32,0.13,0.401234568,2,2,no,no,no,no,3.900000095,0,yes,no
0.355,0.345,0.6875,5,2,yes,no,yes,yes,3.200000048,1,yes,yes
0.31,0.29,0.896551724,1,2,no,no,no,yes,1.799999952,0,no,no
0.3,0.11,0.479452055,2,1,no,no,no,yes,4.300000191,0,no,no
0.19,0.15,0.184794093,1,1,no,no,no,yes,3.200000048,0,no,no
0.18,0.15,0.802816901,1,1,no,no,no,no,3.900000095,0,yes,no
0.08,0.08,0.111111111,1,1,no,no,no,no,3.599999905,0,no,no
0.36,0.35,0.736842105,1,1,no,no,no,no,3.599999905,0,no,no
0.14,0.09,0.8,1,2,no,no,no,no,3.099999905,0,no,no
0.34,0.27,0.793939394,1,2,no,no,no,no,3.900000095,0,no,no
0.34,0.27,0.55,1,1,no,no,no,no,3.900000095,0,no,no
0.32,0.12,0.8,1,1,no,no,no,no,3.900000095,0,yes,no
0.19,0.08,0.154285714,1,1,no,no,no,no,10.60000038,0,no,no
0.32,0.11,0.482758621,2,1,no,no,no,no,3.200000048,0,no,no
0.73,0.71,0.606060606,1,1,no,no,no,yes,3.900000095,0,no,no
0.58,0.52,0.8,1,1,no,no,no,no,3.900000095,0,yes,no
0.3,0.3,0.795774648,1,2,no,no,no,yes,3.900000095,0,no,no
0.14,0.09,0.86989412,1,2,no,no,no,no,3.599999905,0,no,no
0.26,0.16,0.135135135,1,1,no,no,yes,no,3.599999905,0,no,no
0.43,0.33,0.35,2,1,no,no,no,no,3.900000095,0,no,no
0.47,0.18,1,1,1,no,no,no,no,10.60000038,0,no,no
0.25,0.13,0.8,2,1,no,no,no,no,3.900000095,0,yes,no
0.3,0.3,0.78125,1,1,no,no,no,no,3.900000095,0,no,no
0.27,0.25,0.695652174,6,2,no,no,no,no,3.599999905,0,no,no
0.36,0.2,0.388888889,1,1,no,no,no,no,3.900000095,0,no,no
0.248999996,0.155,0.236486486,2,4,no,no,no,no,1.799999952,0,no,no
0.216000004,0.133000002,0.518518519,3,1,no,no,no,no,3.099999905,0,no,no
1.16,0.74,0.752688172,1,2,no,no,no,no,4.300000191,0,no,yes
0.36,0.22,0.615384615,3,1,no,no,yes,no,3.200000048,0,no,no
0.277999992,0.162000008,0.4,5,2,no,no,no,no,1.799999952,0,no,no
0.32,0.23,0.744827586,2,2,no,no,no,no,4.300000191,0,no,no
0.287999992,0.206000004,0.747826087,2,2,no,no,no,no,3.200000048,0,no,no
0.482999992,0.340999985,0.746666667,2,1,no,no,yes,no,4.300000191,0,no,no
0.312000008,0.227000008,0.631578947,2,2,no,no,no,no,10.60000038,0,no,no
0.297000008,0.222000008,0.574468085,1,1,no,no,no,yes,3.200000048,0,no,no
0.344000015,0.344000015,0.7,1,2,no,no,no,yes,3.200000048,0,no,no
0.362000008,0.262000008,0.490196078,2,2,no,no,no,no,3.099999905,0,no,no
0.285,0.285,0.586797066,2,2,no,no,no,no,4.300000191,0,no,no
0.322999992,0.263999996,0.75,2,1,no,no,no,no,3.200000048,0,no,no
0.404000015,0.178999996,0.799145299,1,1,no,no,yes,no,3.200000048,0,no,no
0.316000004,0.215,0.896226415,1,2,no,no,no,no,3.099999905,0,yes,no
0.287999992,0.287999992,0.740740741,4,2,no,no,no,yes,3.200000048,0,no,no
0.357999992,0.316000004,0.6875,1,2,no,no,no,no,3.200000048,0,no,no
0.29,0.29,0.74,1,1,no,no,no,no,3.900000095,0,no,no
0.35,0.31,0.900900901,2,2,no,no,no,no,3.900000095,0,no,no
0.34,0.23,0.775757576,2,1,yes,no,no,no,3.900000095,0,no,no
0.36,0.3,0.745454545,1,2,no,no,no,no,3.099999905,0,no,no
0.27,0.22,0.725609756,6,2,yes,no,no,no,10.60000038,0,no,yes
0.45,0.29,0.887804878,6,2,yes,no,no,no,2,0,yes,yes
0.32,0.22,0.85,6,4,no,no,no,no,1.799999952,0,no,no
0.33,0.31,0.785714286,1,2,no,no,no,yes,3.099999905,0,no,no
0.46,0.3,0.851612903,6,2,yes,no,no,no,3.200000048,1,no,no
0.35,0.35,0.802197802,1,2,no,no,no,yes,1.799999952,1,no,no
0.35,0.31,0.774193548,6,2,no,no,no,yes,3.200000048,0,no,no
0.39,0.28,0.698412698,1,2,no,no,yes,no,4.300000191,1,no,no
0.46,0.31,0.615384615,2,2,no,no,no,no,3.900000095,0,no,no
0.38,0.26,0.790697674,1,2,no,no,no,no,1.799999952,0,no,no
0.27,0.27,0.8,2,2,no,no,no,no,3.900000095,0,no,no
0.38,0.31,0.788059701,2,1,no,no,no,no,1.799999952,0,no,no
0.22,0.21,0.451612903,1,1,no,no,no,no,2,0,no,no
0.38,0.29,0.84516129,2,2,no,no,no,yes,3.200000048,1,no,no
0.37,0.28,0.684210526,1,2,no,no,no,no,3.099999905,0,no,no
0.37,0.32,0.853846154,1,2,no,no,no,no,3.900000095,0,no,no
0.28,0.28,0.76,2,1,no,no,no,no,1.799999952,0,no,no
0.25,0.21,0.692307692,1,2,no,no,no,yes,3.099999905,0,no,no
0.26,0.23,0.208333333,1,1,no,no,no,no,3.200000048,0,no,no
0.27,0.22,0.9375,1,2,no,no,no,no,4.300000191,0,no,no
0.38,0.31,0.715384615,1,1,no,no,no,yes,3.200000048,1,no,no
0.35,0.32,0.751515152,1,2,no,no,no,no,2,0,no,no
0.25,0.23,0.798245614,5,1,no,no,no,no,3.200000048,0,no,no
0.38,0.32,0.796261682,2,1,no,no,no,no,3.900000095,0,no,no
0.37,0.22,0.875,1,1,no,no,no,no,1.799999952,0,no,no
0.27,0.26,0.620689655,2,1,no,no,no,yes,3.900000095,0,no,no
0.24,0.22,0.787564767,2,2,no,no,no,no,3.200000048,0,no,no
0.36,0.27,0.675,1,4,no,no,no,no,10.60000038,0,no,no
0.23,0.23,0.619469027,1,1,no,no,no,yes,1.799999952,0,no,no
0.33,0.31,0.713333333,1,2,no,no,no,no,10.60000038,0,no,no
0.28,0.28,0.6,1,1,no,no,yes,no,3.200000048,0,no,no
0.33,0.18,0.757575758,3,1,no,no,no,yes,3.099999905,0,no,no
0.37,0.29,0.953333333,3,2,no,yes,yes,yes,4.300000191,0,no,yes
0.32,0.24,0.918518519,2,2,no,no,no,no,3.200000048,0,no,no
0.27,0.27,0.696721311,1,2,no,no,no,yes,3.900000095,0,no,no
0.28,0.28,0.951388889,1,2,no,no,no,no,4.300000191,0,no,no
0.39,0.3,0.952380952,1,2,no,no,no,no,3.099999905,0,no,no
0.38,0.31,0.938931298,5,2,no,no,no,no,3.200000048,0,no,no
0.38,0.34,0.8,1,1,no,no,no,no,10.60000038,0,no,no
0.38,0.31,0.947826087,1,2,no,yes,no,yes,3.200000048,1,no,yes
0.3,0.25,0.904,6,2,no,no,no,no,2,0,yes,yes
0.39,0.25,0.857142857,6,2,no,no,no,no,2,0,yes,no
0.34,0.22,0.63197026,1,2,no,no,no,no,3.099999905,0,no,no
0.19,0.17,0.340425532,1,2,no,no,yes,no,3.200000048,0,no,no
0.34,0.26,0.575384615,6,3,yes,no,no,no,3.099999905,0,no,no
0.33,0.32,0.518134715,1,2,no,no,no,yes,3.200000048,0,no,no
0.31,0.19,0.75,5,2,no,no,yes,no,4.300000191,1,no,no
0.29,0.28,0.8,1,2,no,no,no,no,3.900000095,1,yes,no
0.2,0.2,0.409356725,4,2,no,no,no,no,3.200000048,0,no,no
0.45,0.34,0.545454545,5,2,no,no,no,no,3.200000048,0,no,no
0.32,0.27,0.788888889,1,2,no,no,no,no,3.200000048,1,no,no
0.2,0.09,0.777777778,1,1,no,no,yes,no,3.200000048,1,no,no
0.27,0.19,0.796511628,1,1,no,no,yes,no,3.200000048,0,no,no
0.13,0.11,0.354166667,1,2,no,no,no,yes,1.799999952,0,no,no
0.15,0.07,0.857142857,1,1,no,no,yes,no,1.799999952,1,no,no
0.1,0.02,0.8,1,1,no,no,yes,no,3.200000048,0,no,no
0.38,0.24,0.562913907,1,2,no,no,no,no,10.60000038,0,no,no
0.22,0.13,0.793814433,1,1,no,no,no,no,3.900000095,1,no,no
0.22,0.21,0.603351955,1,1,no,no,yes,no,4.300000191,0,no,no
0.13,0.12,0.8,1,2,no,no,yes,no,3.200000048,1,no,no
0.07,0.04,0.512195122,1,1,no,no,no,yes,3.900000095,1,no,no
0.36,0.3,0.591054313,1,1,no,no,no,yes,3.099999905,0,no,yes
0.36,0.3,0.591054313,1,1,no,no,no,yes,3.099999905,0,no,yes
